AGE,E401K,FSIZE,INC,MALE,MARR,NETTFA
40,0,1,12.15,0,0,0
55,1,5,34.77,0,1,18.699
35,1,5,52.743,0,1,14.8
51,0,3,23.46,0,1,0.04
44,1,4,51.612,0,1,12.3
33,0,4,30.552,0,1,12.923
40,1,2,102.762,0,1,61.8
43,1,1,30.318,0,0,6.444
45,0,1,17.685,0,0,-5.8
42,1,1,23.451,1,0,0.506
29,0,3,41.436,0,1,1.2
28,0,1,12.747,0,0,6.24
46,1,2,57.678,0,0,26.299
38,1,5,82.995,0,1,6.4
37,1,3,17.286,0,0,35.05
33,0,6,58.878,0,1,-0.665
29,0,4,20.4,0,1,-5.646
52,0,6,103.164,0,1,126.098
37,1,4,81.432,1,1,13.704
35,1,2,53.154,0,1,25.136
47,0,4,58.407,0,1,6.125
41,0,3,30,0,0,9.5
29,0,2,44.559,0,1,63.8
44,0,4,61.455,0,1,38.8
35,1,2,30.147,0,1,19.472
34,0,1,35.184,1,0,7.19
34,0,4,40.8,0,1,-1.5
45,0,4,31.995,0,1,19.9
41,1,4,40.296,0,1,91.999
28,0,4,19.77,0,1,-7
42,0,4,28.377,0,1,-4.918
31,0,3,37.398,0,1,18.449
31,0,1,29.025,0,0,-4.1
51,0,1,13.479,0,0,-0.6
32,0,3,23.238,0,1,-0.497
34,0,1,36.993,0,0,-0.9
44,0,3,16.806,0,1,-1.15
33,1,4,72.96,0,1,32
43,0,7,21.216,0,1,-3.1
29,1,1,39.522,0,0,1.124
40,1,5,35.064,0,1,-0.25
27,0,4,26.4,0,1,0
31,0,2,48.42,0,1,29
37,1,4,69.264,0,1,63.176
29,1,3,78.417,0,1,27
37,1,3,115.812,0,1,81.37
41,1,5,91.902,0,1,23.5
44,1,3,90.747,0,1,44.25
29,1,4,35.67,0,1,0.35
37,0,5,40.647,0,1,0.44
33,0,6,12.24,0,1,0
28,0,4,17.07,0,1,3.4
54,0,2,14.31,0,1,0.45
27,0,2,10.05,0,0,0.1
27,0,2,14.43,0,1,-1.5
43,0,3,38.49,1,1,35
40,0,9,35.19,0,1,-1.1
30,0,3,14.787,0,0,-2.2
36,0,6,26.37,0,1,-3.601
54,0,2,50.553,0,1,60.201
55,0,2,21.39,0,0,35.699
64,0,1,12.492,0,0,3.6
57,0,1,18.63,1,0,0
50,1,3,50.43,0,1,10.499
32,0,2,21.6,0,0,1.322
60,0,3,52.767,0,1,119.2
44,0,4,30.861,1,0,2
25,0,2,14.178,0,0,-0.1
42,1,3,44.52,0,1,20.733
29,1,3,53.172,0,1,15.2
38,0,4,44.754,0,1,48.25
41,1,5,19.2,0,1,0.1
46,0,3,13.956,0,0,-2.6
54,0,2,27.732,0,1,0
28,0,1,36.3,1,0,9.3
46,0,4,94.38,0,1,397
59,0,2,25.785,0,1,-0.45
27,1,2,58.362,0,1,-7.3
49,0,2,14.1,0,0,0
25,0,4,30.219,0,1,1.174
32,0,2,17.55,0,1,-1.85
33,1,3,48.705,0,1,-6.7
29,1,1,26.064,1,0,22.599
61,0,2,12.885,1,0,0.3
29,1,3,52.467,0,1,22
29,1,4,54.9,0,1,34.678
35,0,4,92.277,0,1,21
55,1,3,137.451,0,1,611.9
40,1,4,80.664,0,1,32.992
31,0,4,69.936,0,1,-2.195
45,0,3,34.002,0,1,-21.498
31,1,3,43.026,0,0,6.1
39,1,4,93.924,0,1,89.6
33,1,3,72.678,0,1,49.5
36,1,3,64.815,0,1,16.75
29,0,3,29.73,0,1,4.101
30,0,3,74.217,0,1,23.31
41,0,6,10.044,0,1,0.3
30,0,4,37.101,0,1,12
40,1,2,46.215,0,1,-0.15
56,1,3,24.243,0,1,3.405
36,0,2,63.288,0,1,4.175
30,1,4,35.94,0,1,28.3
39,0,4,26.445,0,1,0.829
40,1,2,66.573,0,1,11.881
43,1,1,23.412,1,0,-42.964
49,1,2,33.84,1,0,42.5
34,0,3,11.52,1,0,0
30,0,5,17.481,0,1,0
38,0,5,18.54,0,1,3
37,0,2,20.781,0,1,0.398
29,1,1,61.161,1,0,40.527
33,0,1,79.713,1,0,2
28,0,3,39.618,0,0,-0.9
49,0,4,38.7,0,1,9.035
50,1,2,125.766,0,1,165.065
38,1,1,96.756,0,0,27.6
51,0,3,105.843,0,1,5.248
40,0,4,40.62,0,1,1.45
42,1,1,60.09,1,0,17.726
30,1,3,42.204,0,1,9.346
42,0,3,19.413,0,0,2.804
36,0,3,19.2,1,0,0.686
51,1,1,25.488,0,0,6.2
31,0,4,21.828,1,1,0
45,1,4,42.174,0,1,102.3
35,1,5,64.983,0,1,7.652
51,1,4,40.581,0,1,0.413
45,0,3,86.403,0,1,4.57
25,1,1,31.215,1,0,-7.5
30,1,1,59.748,0,0,9.4
37,0,1,33.996,1,0,3.499
28,0,1,27.03,1,0,-1.8
60,0,2,30.99,0,1,0.367
32,1,4,22.383,0,1,0.579
39,0,4,68.712,1,1,5.073
48,1,1,68.538,1,0,112.361
33,0,1,20.736,0,0,-4.915
32,0,4,67.422,0,1,-10.5
60,0,3,14.541,0,1,2
39,1,4,74.814,0,1,42.4
47,1,4,70.101,0,1,-17.674
40,0,1,10.2,1,0,0
38,0,4,13.278,0,0,-4.001
51,1,2,24.048,0,1,5.399
45,0,4,15.441,1,1,3.33
37,0,3,59.58,0,1,17.6
61,0,2,129.996,0,1,81.5
55,0,2,33.657,0,1,4.399
52,0,3,15.306,0,1,0.783
34,1,2,34.557,0,1,4.499
45,0,1,10.035,1,0,-0.435
25,1,1,33.63,1,0,7
45,0,1,31.674,0,0,-2.65
26,1,2,42.222,0,1,-3.78
32,0,3,62.385,0,1,24.6
35,1,3,90.3,0,1,38.1
30,1,2,92.904,0,1,22.3
61,1,4,26.484,0,1,13.499
53,1,2,70.923,0,1,108.359
30,0,2,24.627,0,0,0.549
52,1,2,80.565,0,1,24
41,0,3,22.572,0,0,-3.1
49,0,1,25.185,0,0,25.12
29,0,1,17.079,1,0,13.05
48,0,2,14.025,0,0,-2.15
50,1,4,54.54,0,1,24.217
30,0,4,16.116,0,1,0
37,0,5,27.072,0,1,0.7
48,0,2,12.576,1,1,1.748
54,1,3,92.046,0,1,234.2
50,1,2,53.112,0,1,78.818
34,0,2,26.985,0,0,-9.7
26,0,3,11.118,0,0,16.549
28,0,4,45.252,0,1,-6.013
56,1,1,27.276,1,0,9.223
27,0,4,38.67,0,1,0.95
27,1,2,54.708,0,1,-13.201
25,0,1,27.63,1,0,-2.2
44,0,2,127.2,0,1,96.6
39,0,1,37.89,0,0,-4.225
38,0,4,10.8,0,0,0
44,1,2,81,0,1,39.15
36,1,1,35.73,1,0,-4.7
44,0,1,42.3,1,0,4.999
27,1,2,82.068,0,1,10.2
30,0,2,60.378,0,1,1.91
36,1,4,43.305,0,1,9.325
41,1,4,90.261,0,1,74.8
45,0,4,20.43,0,0,0.5
42,0,4,22.941,1,0,0
50,0,2,17.49,0,0,-4.75
45,1,2,37.893,0,1,43.959
41,1,3,61.428,0,0,75.298
57,1,3,11.52,0,0,37.8
30,1,6,58.155,0,1,1.72
52,1,2,75.759,1,1,34.574
41,1,5,50.064,0,1,8.5
44,1,4,74.277,0,1,4.5
53,0,4,96.909,0,1,1.9
33,0,2,11.898,1,0,3
25,0,2,18.582,1,0,29.35
33,0,5,30.828,1,1,-8.8
43,1,3,19.104,0,0,-1
40,1,4,87.03,0,1,23.999
47,0,3,21.612,0,0,-2.55
30,0,4,29.526,0,1,-0.134
37,0,4,35.889,0,1,0.591
38,0,5,25.29,0,1,3.484
34,0,3,11.85,0,1,0
37,1,3,36.384,0,1,-2.3
61,1,2,45.75,0,1,139.998
41,1,3,26.316,0,0,30.34
32,0,1,12.75,1,0,0
44,1,1,17.88,0,0,8
38,0,3,23.937,0,0,-2.2
46,0,4,36.39,0,1,3.199
48,0,3,14.328,0,1,-2.43
32,0,4,20.712,0,1,-2.948
27,0,4,30.6,0,1,0.5
30,0,4,39.957,0,1,-6.072
34,0,5,39.9,0,1,0
38,1,4,33.345,0,1,1.574
53,1,1,28.041,0,0,-0.79
58,0,4,17.07,0,1,21.199
58,1,3,19.878,0,1,7.989
25,0,3,20.508,0,1,6.8
44,1,4,109.653,0,1,169.1
26,1,2,62.475,0,1,6.975
58,0,2,24.804,0,0,46.8
45,1,2,41.1,0,1,5.552
40,1,5,62.136,0,1,0.7
46,0,3,30.6,0,0,1.035
36,1,4,28.8,0,1,2.75
37,0,4,29.445,0,1,-0.83
36,0,3,53.46,0,1,-3.8
55,0,1,27.972,1,0,-0.075
34,1,2,35.412,0,1,21.671
60,0,1,31.605,0,0,-1.6
33,0,5,24.612,1,0,8.199
37,0,3,20.676,0,1,-0.25
41,1,4,22.8,0,0,33.999
63,0,1,39.174,1,0,0
31,0,1,10.2,1,0,0.005
43,0,3,10.98,0,0,5.02
46,1,1,32.637,0,0,31.5
46,0,1,49.2,1,0,108.7
43,1,4,62.856,0,1,7.47
30,0,1,17.16,0,0,13.6
57,0,1,49.509,0,0,27.196
52,1,2,41.184,0,1,13.515
53,0,1,34.185,1,0,0.749
43,1,5,78.18,0,1,32.3
38,0,4,78.396,0,1,8.4
26,1,2,34.494,0,1,13.8
41,0,1,12.9,1,0,0.2
33,0,1,16.29,0,0,1.5
25,0,2,28.8,0,1,-8.675
45,0,3,17.4,0,1,29.7
43,0,1,48.3,0,0,48.95
42,1,4,63.333,0,1,70.498
36,1,4,104.19,1,1,105.798
35,1,3,31.242,0,1,-10.1
47,0,3,27.15,0,0,-18.7
30,0,2,18.639,0,0,2.5
39,1,2,12.444,0,1,4.626
52,1,1,32.973,0,0,3.728
39,1,8,16.614,0,0,3.049
64,0,2,85.08,0,1,57.5
27,0,4,25.527,0,1,-5.5
46,1,3,90.3,0,1,5.199
54,0,1,13.296,0,0,13.1
46,0,3,34.608,1,1,1.95
45,1,2,20.943,1,0,11.009
64,0,2,32.817,0,1,6.848
33,1,2,77.76,1,1,63.779
60,1,3,46.071,0,1,61.567
58,1,2,66.987,0,1,77.875
64,0,2,35.73,0,1,90.531
41,1,2,20.028,0,0,-0.268
35,1,2,41.574,0,1,33.3
33,1,5,44.466,0,1,39.197
34,1,3,16.065,0,0,0.201
36,1,4,38.481,0,1,17.15
28,0,5,18.144,0,1,-0.057
30,1,5,21.582,0,1,0.66
29,1,1,13.59,1,0,0.73
55,1,2,13.653,0,0,16.5
63,0,2,15.993,0,1,5.098
37,0,3,32.628,0,1,208.842
33,1,4,24.138,0,1,-0.28
61,0,1,22.32,0,0,41.9
36,1,3,21.366,0,1,2.565
53,1,1,29.046,0,0,21.011
45,1,1,34.986,1,0,21
49,1,3,47.64,0,1,-0.382
64,0,2,21.102,0,1,4.199
37,1,1,26.781,0,0,25.654
41,0,3,54.21,1,1,38.4
56,1,3,55.503,0,1,37.599
25,0,1,13.506,0,0,1.799
30,1,4,22.32,0,1,10.25
55,0,3,36.198,0,1,47.28
43,1,4,27.048,0,1,1.243
38,1,4,54.081,0,1,42.711
57,1,2,63.045,0,1,78.6
39,0,5,12.522,0,1,-2.35
53,1,1,30.765,0,0,25.999
30,1,4,38.454,0,1,2.976
42,0,1,13.5,1,0,-59.97
26,1,1,22.695,0,0,-19
34,0,7,13.509,0,1,-0.095
43,1,1,13.065,0,0,20.57
48,0,2,27.429,0,1,-0.964
42,0,1,33.138,0,0,1.849
25,1,2,34.8,0,1,-3.12
61,0,2,52.854,0,1,76.84
42,1,5,82.035,0,1,33.91
54,1,3,50.646,0,1,63.595
32,1,3,70.26,1,1,28.4
33,1,4,34.308,0,1,2.3
55,0,4,71.757,0,1,17.7
31,1,3,75.861,0,1,42.399
27,0,2,77.781,0,1,35.499
53,1,2,82.971,0,1,102.132
33,0,4,28.203,1,1,-1.851
57,1,2,77.28,1,0,106
37,0,4,52.02,0,1,1
45,1,6,70.668,0,1,4.509
32,1,3,87.54,0,1,33.399
54,1,3,18.144,0,0,12.999
50,0,2,57.132,0,0,1.5
36,0,4,17.82,0,1,0.9
29,1,1,18.315,0,0,4.9
44,1,2,26.844,0,1,2.329
38,0,3,135.405,0,1,1089.619
35,0,4,42.393,0,1,-1.7
53,1,3,31.386,0,0,-0.4
35,0,4,22.11,0,1,-3.4
40,1,2,75.402,0,1,5.315
29,1,2,169.962,0,1,387.836
40,1,5,88.698,0,1,102.8
45,0,5,68.457,0,1,11.946
29,0,3,59.652,0,1,-1.062
39,1,1,37.815,1,0,-2.95
37,0,3,39.468,0,1,0.098
34,1,5,58.881,0,1,15.627
43,1,3,54.735,1,1,8
34,0,7,35.118,0,1,8.499
26,1,2,10.827,0,0,0
37,0,3,47.643,0,1,4.599
35,0,2,18.633,0,0,8.616
35,1,1,16.395,1,0,1.56
49,1,5,23.319,0,0,4
35,0,4,48.615,0,1,0.45
30,1,2,13.503,0,0,2.475
31,0,1,11.22,0,0,0
35,1,4,43.689,0,1,-0.13
30,1,1,36.447,0,0,4.151
27,0,3,46.89,0,1,21.625
26,1,4,38.16,0,1,-24.557
31,0,1,18.819,1,0,-1
31,1,4,31.971,0,1,-1.801
30,0,4,29.133,0,1,0.34
45,0,4,46.071,0,1,-4.4
47,1,3,58.548,0,1,6.425
27,0,1,38.874,1,0,35
56,1,2,27.945,0,0,110
30,0,4,23.97,0,1,-5
38,1,4,38.4,0,1,5.3
49,1,4,65.583,0,1,42.155
40,0,4,12.915,0,0,2.149
44,0,3,55.23,0,1,8.675
46,1,3,20.4,0,1,-2
29,0,1,25.614,0,0,0.7
31,1,1,20.922,0,0,5.866
39,1,2,42.975,0,1,15.7
46,0,2,68.085,0,1,97.759
36,1,6,21.3,0,1,42
58,0,2,41.919,0,1,2.7
33,0,10,10.2,0,1,-2.5
51,0,2,24,0,1,0.2
37,0,5,41.358,0,1,24.993
37,0,1,27.675,0,0,0
31,0,4,52.185,0,1,-14.361
47,0,5,26.316,1,1,-0.3
38,0,4,28.05,0,1,0.5
34,1,6,28.74,0,1,17.45
42,0,4,64.176,0,1,0.699
26,0,1,46.431,1,0,30.499
29,1,4,37.812,1,1,-6.45
39,1,1,17.592,1,0,9.034
32,0,5,16.38,0,1,0.42
44,0,4,104.46,0,1,39.411
40,0,1,12.597,0,0,0
33,0,3,40.47,0,1,9.998
33,0,1,47.823,0,0,3.299
27,1,2,40.647,0,1,-4.933
41,1,5,49.134,0,1,22.899
39,0,4,31.848,0,1,-4.22
40,0,5,22.8,0,1,0.006
42,1,4,44.133,0,1,56.698
39,0,2,15.759,0,0,-5.265
43,0,6,23.892,0,1,-0.875
49,1,1,19.167,0,0,7.58
25,0,3,10.206,0,1,-1.011
41,1,3,18.24,0,0,41.6
44,1,3,50.304,0,1,0.314
53,1,1,63.63,1,0,58.11
31,0,2,12.138,0,0,-0.17
26,1,3,24.192,1,1,-2.76
30,0,3,11.82,0,0,0.1
45,1,5,41.292,0,1,-0.124
39,0,4,47.937,0,1,0.599
51,0,2,23.364,0,1,6
43,0,4,48.069,0,1,31.379
34,0,1,12.24,1,0,0.618
31,0,2,10.35,0,0,-0.1
32,0,1,21.399,1,0,0.2
37,1,5,24.486,0,1,3.41
33,0,1,16.452,0,1,6.03
35,0,4,43.233,0,1,-0.7
35,0,3,55.374,0,1,1.3
45,1,1,43.179,1,0,64.954
35,0,3,26.319,0,1,-3.798
46,0,4,57.513,0,1,-0.37
59,1,1,25.56,0,0,21.589
42,1,4,51.798,0,1,1.299
43,0,1,25.245,1,0,0
39,0,1,29.232,0,0,3.3
63,0,2,12.294,0,1,39.499
28,0,1,11.352,0,0,0.025
57,0,5,19.44,0,0,-1.8
31,0,3,17.238,0,0,-2.905
62,0,1,16.845,0,0,11.675
30,0,3,39.948,0,1,-9.362
49,1,3,29.013,0,0,5.269
45,0,3,61.83,0,1,-8.7
30,0,1,47.124,1,0,0.75
28,0,3,21.3,0,1,-2.21
48,1,3,37.986,0,1,14.1
40,0,3,47.184,0,1,-1.301
37,0,2,56.529,0,1,-11.7
34,1,5,44.661,0,1,10.733
30,0,4,34.443,0,1,-1.49
49,0,2,17.874,1,0,0.6
55,0,3,27.6,0,0,18.999
61,0,4,19.176,0,1,0
27,0,5,34.704,0,1,0.95
52,1,2,40.329,0,1,6
40,1,5,67.5,0,1,9.199
28,0,1,10.2,1,0,0.05
40,0,5,38.76,0,1,-2.61
42,1,3,44.76,0,1,4.2
42,0,3,36.489,0,1,104.5
52,1,4,83.61,0,1,49.5
29,1,2,20.025,0,0,8.55
43,0,4,56.133,0,1,-3.175
44,0,3,25.758,0,1,0.345
30,0,5,40.389,0,1,-2
30,0,1,10.2,1,0,0
36,1,4,35.136,0,1,53.539
29,1,4,50.367,0,1,4.42
41,0,2,31.221,0,0,-3.67
25,0,1,12.114,1,0,7.3
35,1,4,14.076,0,1,-1.645
43,0,2,65.82,0,1,37.279
36,0,5,10.185,0,1,-4.925
36,0,1,13.824,0,0,-7.6
42,0,3,29.076,0,1,-3.05
41,0,2,40.467,1,0,-9.72
29,1,1,39.396,0,0,16.201
40,1,4,33.615,0,0,-0.851
61,0,2,54.192,0,1,26
26,0,1,25.815,1,0,-0.5
33,1,3,39.027,1,1,0.836
41,0,1,20.928,1,0,0
30,1,1,14.643,1,0,9.298
43,1,2,69,0,1,79.7
35,0,2,21.702,0,0,18.899
45,1,4,29.25,0,1,4
63,0,4,25.548,0,0,1.4
50,0,2,33.75,0,1,5.5
30,1,1,31.221,0,0,42.817
59,0,2,40.854,0,1,25.618
41,0,1,48,1,0,0
51,0,5,16.5,0,1,0
40,0,6,38.205,0,1,-1.3
27,0,3,40.83,0,1,-4.39
48,0,3,49.656,0,1,-5.25
53,1,3,60.741,0,1,24.5
53,0,2,55.218,1,1,20.3
31,1,3,29.637,0,1,-0.31
25,0,2,11.733,0,1,0.049
38,1,6,36.243,0,1,30.626
62,1,2,66.24,0,1,161
61,0,2,83.301,0,1,88.9
42,1,2,28.845,1,1,-3.75
43,1,2,63.894,0,1,0.5
32,0,3,45.78,1,1,-1.25
44,1,4,56.802,0,1,129.011
29,0,2,14.85,0,0,14.5
27,0,4,30.3,0,1,4
34,1,1,38.64,1,0,0
53,0,4,40.827,0,1,158.206
27,0,4,31.089,0,1,0
31,0,3,16.386,1,1,-1.2
46,1,2,95.58,0,1,25.8
39,0,4,30.021,0,1,-20.509
44,1,1,36.156,1,0,4.8
35,1,2,52.572,1,1,28.9
49,1,5,30.6,0,1,1.214
37,0,1,15.003,0,0,0.465
37,0,5,38.34,0,1,2.51
25,0,2,13.506,0,0,-0.8
34,0,4,41.757,0,1,10.055
33,1,1,31.623,0,0,9.5
25,0,7,33.36,0,0,20
42,0,4,26.985,0,1,3.199
38,1,3,59.469,0,1,-2.9
40,1,2,48.78,0,1,-14.7
37,1,3,89.451,0,1,7.526
36,0,1,15.645,1,0,3.399
38,0,1,30.6,1,1,0
52,0,4,54.6,0,0,49.7
48,1,2,34.701,1,0,30.725
53,1,2,45.27,0,1,150.499
44,0,3,10.2,0,0,0
42,0,3,17.952,0,0,-8.3
40,0,2,19.209,0,0,-0.65
48,1,4,45.702,0,1,45.418
32,1,5,58.689,0,1,2.075
37,1,3,57,0,1,100.8
33,0,5,59.172,0,1,-11.65
53,1,3,156.036,0,1,114
54,1,1,57.603,1,0,36.8
46,1,3,50.157,0,1,-1.26
46,1,4,107.823,0,1,15.474
38,0,3,24.795,0,1,0
47,1,2,72.6,0,1,42.939
33,1,6,35.7,0,1,-1.4
33,0,4,76.05,0,1,7
62,0,3,102.744,0,1,170
47,0,2,15.141,0,1,-9.6
37,1,5,31.416,0,1,7.485
37,0,2,26.55,0,1,60.015
54,1,1,19.539,0,0,-1.1
32,1,1,31.83,0,0,1.9
50,1,1,100.002,1,0,10.799
38,1,2,45.87,0,1,5.581
32,1,4,75.045,0,1,15.799
35,1,2,74.556,0,1,38.355
40,0,7,69.12,0,1,0
38,1,3,70.692,0,1,4.1
43,1,3,103.08,0,1,132.1
58,0,2,51.489,0,1,-5
48,1,3,45.6,0,1,8.884
35,0,2,77.628,0,1,7.492
38,1,4,40.488,0,1,-4.27
54,0,2,24.654,1,0,0.8
30,1,4,20.964,0,0,2.182
41,0,1,41.04,1,0,0
42,0,4,30.417,1,1,7.36
40,0,2,23.988,0,0,1.003
27,0,1,29.661,0,0,1.77
33,1,5,43.425,1,1,30.2
42,0,3,17.814,0,1,-0.734
55,0,4,34.542,0,1,12
49,1,1,31.176,0,0,-6.19
29,0,2,10.08,1,0,0
39,0,1,21.945,0,0,6
30,1,2,80.109,0,1,-0.251
42,1,4,103.05,1,1,94
27,0,2,55.683,0,1,14.851
31,1,1,27.015,0,0,-1.951
51,0,1,35.847,1,0,24.3
34,0,1,53.562,1,0,13.493
39,1,5,61.377,0,1,8.4
58,1,2,72.15,0,1,-87.501
32,0,3,24.84,0,1,0.392
40,0,4,24.615,0,1,-11.4
54,0,1,10.8,1,0,0
64,0,3,21.372,0,1,5.599
27,0,2,27.657,0,1,-3.725
38,1,3,27.684,1,0,2.075
53,0,2,52.008,0,1,2.999
36,0,7,12.636,0,1,-0.15
51,1,5,46.008,1,1,-2.2
54,1,1,36.375,0,0,27.5
30,1,1,26.877,1,0,5.25
28,1,2,15.159,0,0,1.183
52,1,3,58.5,0,1,100.7
30,0,1,91.5,0,0,23.8
39,1,4,50.979,0,1,62.6
25,0,5,11.865,0,1,0
30,0,3,25.878,0,1,0.052
28,0,2,15.708,0,1,0
53,0,2,22.434,0,0,66
26,1,1,43.23,1,0,8.7
28,0,2,45.09,0,1,-4.3
35,0,6,17.244,0,1,0
36,0,5,31.752,1,1,-2.425
41,0,4,31.179,1,1,18
44,0,3,30.84,1,1,-0.5
37,0,4,32.964,0,1,-1.7
60,1,2,32.64,0,1,1
46,1,2,44.922,0,1,0
38,1,4,43.599,0,1,26.918
61,1,1,31.017,0,0,73.999
27,1,1,25.26,0,0,3.842
32,1,4,52.404,0,1,6.25
31,0,4,32.295,0,1,0.652
36,0,4,26.952,0,1,-1.05
25,0,3,27.606,0,1,-6.95
31,0,4,42.33,0,1,8.599
33,0,3,17.1,0,0,-1.25
46,0,2,28.605,1,1,-2.9
27,0,1,28.8,0,0,-9.5
25,0,3,41.856,0,1,7
37,0,4,53.151,0,1,-0.307
51,0,3,36.06,0,1,0.9
42,0,4,50.037,0,1,2.13
51,1,3,69.786,1,0,50
43,0,2,73.71,0,1,131.35
29,1,5,27.462,0,1,0.481
28,1,3,15.363,0,0,0.829
35,0,1,16.815,1,0,-0.3
60,0,4,47.04,0,1,41.649
29,0,2,12,0,0,-2
56,0,2,23.394,1,0,-4.888
32,1,5,39.882,0,1,131.844
28,0,2,10.2,0,0,0
42,1,2,39.9,1,0,17.5
52,0,1,22.848,1,0,0.3
50,0,4,34.164,0,1,3.3
46,1,2,63.24,0,1,4.15
60,1,2,85.2,0,1,53
51,1,4,25.95,0,0,16.571
55,1,3,108.42,1,1,47.958
37,1,1,41.439,1,0,28.361
47,0,2,106.62,1,1,134.584
46,0,1,36.93,1,0,3.2
27,0,1,28.56,0,0,-4.5
46,0,4,85.065,0,1,-1.025
38,1,1,42.06,1,0,0.3
38,0,4,25.626,0,1,0
28,0,3,28.53,0,1,-8.388
39,1,4,23.259,0,1,-1.907
44,0,1,22.5,1,0,20
27,0,1,16.86,1,0,2.924
40,0,3,50.634,1,1,4.1
44,0,1,24.174,1,0,-3.4
26,0,1,13.32,1,0,4.55
31,0,5,25.803,0,1,-0.1
31,0,1,32.082,1,0,-1.4
51,1,8,44.292,0,1,1.905
29,1,1,36.03,1,0,2.6
49,0,1,16.284,0,0,1.5
50,0,5,16.269,0,1,1.3
25,0,5,18.15,1,1,0
64,0,2,36.798,0,1,0.4
31,0,3,47.154,0,1,10.7
48,1,3,73.086,0,1,260.872
33,1,3,32.739,0,0,4.847
30,0,1,10.803,1,0,0.02
25,0,4,21.813,0,1,-2.71
30,0,4,29.772,0,1,0.2
50,1,4,24.54,0,1,24.21
62,0,2,30.429,0,1,13.239
34,0,2,37.533,0,1,5
29,0,4,39.882,0,1,-3.001
62,0,2,33.228,0,1,0
51,0,3,36.648,0,1,-0.775
39,1,3,59.7,0,1,20
29,0,1,36.3,1,0,9.499
49,1,3,37.833,0,1,-0.758
25,0,3,37.236,0,1,0.13
45,0,6,25.254,0,1,7.798
35,0,3,97.752,0,1,30.999
51,1,3,89.964,0,1,77
42,1,2,24.546,0,0,18.5
25,1,1,30.264,0,0,29.759
32,1,2,41.724,0,1,-1.565
41,0,4,49.356,0,1,3.3
49,0,1,16.578,1,0,0
36,0,3,17.136,0,1,-4
50,0,4,42.759,0,1,17.565
37,1,4,16.092,1,0,-0.655
50,1,4,69.87,0,1,37.699
50,0,1,22.2,0,0,2.399
28,1,4,64.137,1,1,2.08
42,0,4,36.84,0,1,0.318
26,0,3,22.08,0,0,0
57,0,2,14.676,0,1,1.351
40,0,4,28.65,0,1,15
33,0,1,24.993,1,0,0
37,1,1,50.619,1,0,12.5
46,0,6,55.074,1,1,37.24
40,0,3,60.36,0,1,91.999
37,1,4,63.885,0,1,13.485
47,0,3,23.883,0,0,2.499
59,0,4,23.004,0,1,0.1
33,0,3,23.4,0,0,-0.44
63,0,2,26.055,0,1,30.1
47,1,3,44.4,1,0,24.4
46,0,4,33.726,0,1,-11.501
39,0,5,16.14,0,1,-0.31
61,0,2,103.449,0,1,12.434
50,1,4,51.732,0,1,18.175
41,0,1,12.471,1,0,0
41,0,1,15.432,1,0,2.2
36,0,4,52.29,0,1,18.85
39,1,1,28.425,1,0,0.4
27,0,1,34.2,1,0,5.009
46,0,1,11.856,1,0,6.807
28,1,2,30.897,0,0,-8.69
49,0,4,79.023,0,1,87.996
31,0,1,27.225,1,0,0
48,1,4,26.925,0,0,19.949
35,1,1,21.63,0,0,2.999
34,1,1,46.2,1,0,16.05
42,1,4,65.262,0,1,39.65
28,0,1,48.288,1,0,3.3
30,1,2,53.55,0,1,81.27
48,1,2,34.29,0,1,131.408
35,1,1,39.915,1,0,-1.034
31,0,2,49.434,0,1,-0.2
34,0,3,22.698,0,0,-2.3
36,0,5,20.28,1,1,-0.7
26,0,3,24.309,0,1,0.1
32,0,3,24,0,0,-0.98
42,0,4,116.262,0,1,3.2
57,0,1,23.85,1,0,6.799
28,1,3,48.162,0,1,-4.15
60,0,5,22.551,0,1,0.008
49,1,5,61.866,0,1,0.44
40,0,7,20.94,0,1,0.09
41,0,2,80.439,0,1,-31.845
34,0,5,18.573,0,1,-0.98
47,0,1,51.15,1,0,26.5
44,1,4,52.503,0,1,3.7
40,1,2,64.044,1,0,2.427
37,1,3,32.865,0,1,24.1
44,1,4,36.87,0,1,-5.975
27,0,3,48.9,1,1,-2.45
32,1,5,39.996,0,1,6.05
46,1,1,55.779,1,0,23.167
28,1,2,53.598,1,1,-0.069
61,0,3,52.806,0,1,69.87
30,0,1,17.7,1,0,-2.06
26,0,1,18.09,1,0,3.35
40,0,3,56.994,0,1,1
50,1,2,61.158,0,1,295.136
50,1,4,15.318,0,1,0.249
53,1,1,44.778,0,0,65.5
59,1,6,47.7,0,1,12
49,0,2,38.721,0,1,47.359
51,1,2,21.75,0,0,14.6
50,0,7,84.6,0,1,8.1
26,0,1,20.418,1,0,0.07
38,0,4,33.855,0,1,-4.24
34,0,3,43.875,0,0,12.2
50,1,2,51.234,0,1,4.999
31,0,4,59.544,0,1,-0.35
38,0,5,55.419,0,1,31.402
37,0,4,29.946,0,1,0.15
49,0,2,11.898,0,0,0
41,0,4,69.693,1,1,52.9
50,0,2,12.24,0,0,-3.5
49,0,2,10.992,0,0,0.269
28,0,4,31.44,0,1,-9.84
31,0,4,20.229,0,1,-3
43,0,1,23.49,0,0,0.31
35,1,1,18.744,1,0,-0.5
56,0,3,30.96,0,1,0
26,0,4,17.919,0,1,-9.5
35,1,4,75.603,0,1,5.518
45,1,3,28.539,0,1,1.953
